item,token,tag,patent,partition,trainingTest
5874,to,O,50,4,training
5875,convert,B-FUNCIONALIDADE,50,4,training
5876,the,I-FUNCIONALIDADE,50,4,training
5877,signal,I-FUNCIONALIDADE,50,4,training
5878,into,O,50,4,training
5879,a,O,50,4,training
5880,control,O,50,4,training
5881,command,O,50,4,training
5882,for,O,50,4,training
5883,a,O,50,4,training
5884,powertrain,O,50,4,training
5885,to,O,50,4,training
5886,move,O,50,4,training
5887,the,O,50,4,training
5888,vehicle,O,50,4,training
5889,.,O,50,4,training
5890,A,O,51,4,training
5891,method,O,51,4,training
5892,by,O,51,4,training
5893,smart,B-COMUNICAÇÃO,51,4,training
5894,mobility,I-COMUNICAÇÃO,51,4,training
5895,platform,I-COMUNICAÇÃO,51,4,training
5896,includes,O,51,4,training
5897,a,O,51,4,training
5898,mobile,B-SOFTWARE,51,4,training
5899,application,I-SOFTWARE,51,4,training
5900,executing,O,51,4,training
5901,on,O,51,4,training
5902,a,O,51,4,training
5903,mobile,B-HARDWARE,51,4,training
5904,device,I-HARDWARE,51,4,training
5905,",",O,51,4,training
5906,an,O,51,4,training
5907,authentication,B-SOFTWARE,51,4,training
5908,server,I-SOFTWARE,51,4,training
5909,",",O,51,4,training
5910,a,O,51,4,training
5911,mobile,B-SOFTWARE,51,4,training
5912,application,I-SOFTWARE,51,4,training
5913,server,I-SOFTWARE,51,4,training
5914,",",O,51,4,training
5915,and,O,51,4,training
5916,a,O,51,4,training
5917,driving,B-SOFTWARE,51,4,training
5918,telemetry,I-SOFTWARE,51,4,training
5919,service,I-SOFTWARE,51,4,training
5920,.,O,51,4,training
5921,The,O,51,4,training
5922,mobile,B-SOFTWARE,51,4,training
5923,application,I-SOFTWARE,51,4,training
5924,registers,O,51,4,training
5925,and,O,51,4,training
5926,activates,B-FUNCIONALIDADE,51,4,training
5927,a,I-FUNCIONALIDADE,51,4,training
5928,user,I-FUNCIONALIDADE,51,4,training
5929,account,I-FUNCIONALIDADE,51,4,training
5930,for,O,51,4,training
5931,driving,O,51,4,training
5932,monitoring,O,51,4,training
5933,and,O,51,4,training
5934,rewards,O,51,4,training
5935,.,O,51,4,training
5936,Trip,O,51,4,training
5937,detection,O,51,4,training
5938,is,O,51,4,training
5939,enabled,O,51,4,training
5940,and,O,51,4,training
5941,raw,O,51,4,training
5942,data,O,51,4,training
5943,is,O,51,4,training
5944,transformed,O,51,4,training
5945,to,O,51,4,training
5946,driving,O,51,4,training
5947,factors,O,51,4,training
5948,by,O,51,4,training
5949,the,O,51,4,training
5950,driving,B-SOFTWARE,51,4,training
5951,telemetry,I-SOFTWARE,51,4,training
5952,service,I-SOFTWARE,51,4,training
5953,.,O,51,4,training
5954,The,O,51,4,training
5955,mobile,B-SOFTWARE,51,4,training
5956,application,I-SOFTWARE,51,4,training
5957,server,I-SOFTWARE,51,4,training
5958,converts,B-FUNCIONALIDADE,51,4,training
5959,the,I-FUNCIONALIDADE,51,4,training
5960,driving,I-FUNCIONALIDADE,51,4,training
5961,factors,I-FUNCIONALIDADE,51,4,training
5962,to,O,51,4,training
5963,a,O,51,4,training
5964,safe,O,51,4,training
5965,driving,O,51,4,training
5966,score,O,51,4,training
5967,.,O,51,4,training
5968,The,O,51,4,training
5969,score,O,51,4,training
5970,may,O,51,4,training
5971,be,O,51,4,training
5972,combined,O,51,4,training
5973,with,O,51,4,training
5974,a,O,51,4,training
5975,customer,O,51,4,training
5976,value,O,51,4,training
5977,to,O,51,4,training
5978,determine,O,51,4,training
5979,reward,O,51,4,training
5980,payout,O,51,4,training
5981,.,O,51,4,training
5982,The,O,51,4,training
5983,platform,O,51,4,training
5984,authenticates,O,51,4,training
5985,users,O,51,4,training
5986,and,O,51,4,training
5987,validates,O,51,4,training
5988,requests,O,51,4,training
5989,using,O,51,4,training
5990,electronic,O,51,4,training
5991,mail,O,51,4,training
5992,and,O,51,4,training
5993,short,O,51,4,training
5994,messaging,O,51,4,training
5995,services,O,51,4,training
5996,to,O,51,4,training
5997,ensure,O,51,4,training
5998,privacy,O,51,4,training
5999,and,O,51,4,training
6000,security,O,51,4,training
6001,.,O,51,4,training
6002,A,O,52,4,training
6003,helmet,O,52,4,training
6004,may,O,52,4,training
6005,include,O,52,4,training
6006,:,O,52,4,training
6007,a,O,52,4,training
6008,brain,B-HARDWARE,52,4,training
6009,wave,I-HARDWARE,52,4,training
6010,detector,I-HARDWARE,52,4,training
6011,configured,O,52,4,training
6012,to,O,52,4,training
6013,detect,B-FUNCIONALIDADE,52,4,training
6014,a,I-FUNCIONALIDADE,52,4,training
6015,brain,I-FUNCIONALIDADE,52,4,training
6016,wave,I-FUNCIONALIDADE,52,4,training
6017,of,O,52,4,training
6018,a,O,52,4,training
6019,user,B-PESSOA,52,4,training
6020,",",O,52,4,training
6021,a,O,52,4,training
6022,sound,B-HARDWARE,52,4,training
6023,input,I-HARDWARE,52,4,training
6024,configured,O,52,4,training
6025,to,O,52,4,training
6026,receive,B-FUNCIONALIDADE,52,4,training
6027,sound,I-FUNCIONALIDADE,52,4,training
6028,",",O,52,4,training
6029,a,O,52,4,training
6030,sound,B-HARDWARE,52,4,training
6031,output,I-HARDWARE,52,4,training
6032,configured,B-FUNCIONALIDADE,52,4,training
6033,to,I-FUNCIONALIDADE,52,4,training
6034,output,I-FUNCIONALIDADE,52,4,training
6035,sound,I-FUNCIONALIDADE,52,4,training
6036,",",O,52,4,training
6037,and,O,52,4,training
6038,a,O,52,4,training
6039,controller,B-HARDWARE,52,4,training
6040,configured,O,52,4,training
6041,to,O,52,4,training
6042,",",O,52,4,training
6043,in,O,52,4,training
6044,response,O,52,4,training
6045,to,O,52,4,training
6046,detecting,O,52,4,training
6047,the,O,52,4,training
6048,brain,O,52,4,training
6049,wave,O,52,4,training
6050,of,O,52,4,training
6051,the,O,52,4,training
6052,user,O,52,4,training
6053,",",O,52,4,training
6054,compare,B-FUNCIONALIDADE,52,4,training
6055,the,I-FUNCIONALIDADE,52,4,training
6056,detected,I-FUNCIONALIDADE,52,4,training
6057,brain,I-FUNCIONALIDADE,52,4,training
6058,wave,O,52,4,training
6059,with,O,52,4,training
6060,a,O,52,4,training
6061,previously,O,52,4,training
6062,stored,O,52,4,training
6063,brain,O,52,4,training
6064,wave,O,52,4,training
6065,",",O,52,4,training
6066,to,O,52,4,training
6067,activate,O,52,4,training
6068,a,O,52,4,training
6069,dialogue,O,52,4,training
6070,mode,O,52,4,training
6071,when,O,52,4,training
6072,the,O,52,4,training
6073,detected,O,52,4,training
6074,brain,O,52,4,training
6075,wave,O,52,4,training
6076,matches,O,52,4,training
6077,the,O,52,4,training
6078,previously,O,52,4,training
6079,stored,O,52,4,training
6080,brain,O,52,4,training
6081,wave,O,52,4,training
6082,",",O,52,4,training
6083,to,O,52,4,training
6084,recognize,B-FUNCIONALIDADE,52,4,training
6085,a,I-FUNCIONALIDADE,52,4,training
6086,speech,I-FUNCIONALIDADE,52,4,training
6087,from,O,52,4,training
6088,the,O,52,4,training
6089,sound,O,52,4,training
6090,received,O,52,4,training
6091,by,O,52,4,training
6092,the,O,52,4,training
6093,sound,B-HARDWARE,52,4,training
6094,input,I-HARDWARE,52,4,training
6095,",",O,52,4,training
6096,to,O,52,4,training
6097,generate,B-FUNCIONALIDADE,52,4,training
6098,a,I-FUNCIONALIDADE,52,4,training
6099,dialogue,I-FUNCIONALIDADE,52,4,training
6100,speech,I-FUNCIONALIDADE,52,4,training
6101,based,O,52,4,training
6102,on,O,52,4,training
6103,the,O,52,4,training
6104,recognized,O,52,4,training
6105,speech,O,52,4,training
6106,",",O,52,4,training
6107,and,O,52,4,training
6108,to,O,52,4,training
6109,control,O,52,4,training
6110,the,O,52,4,training
6111,sound,B-HARDWARE,52,4,training
6112,output,I-HARDWARE,52,4,training
6113,so,O,52,4,training
6114,as,O,52,4,training
6115,to,O,52,4,training
6116,output,O,52,4,training
6117,the,O,52,4,training
6118,generated,O,52,4,training
6119,dialogue,O,52,4,training
6120,speech,O,52,4,training
6121,.,O,52,4,training
6122,Embodiments,O,53,4,training
6123,of,O,53,4,training
6124,a,O,53,4,training
6125,smart,B-HARDWARE,53,4,training
6126,mobility,I-HARDWARE,53,4,training
6127,aid,I-HARDWARE,53,4,training
6128,device,I-HARDWARE,53,4,training
6129,may,O,53,4,training
6130,have,O,53,4,training
6131,sensors,B-HARDWARE,53,4,training
6132,to,O,53,4,training
6133,collect,O,53,4,training
6134,",",O,53,4,training
6135,monitor,O,53,4,training
6136,",",O,53,4,training
6137,analyze,O,53,4,training
6138,and,O,53,4,training
6139,represent,O,53,4,training
6140,data,O,53,4,training
6141,including,O,53,4,training
6142,but,O,53,4,training
6143,not,O,53,4,training
6144,limited,O,53,4,training
6145,to,O,53,4,training
6146,activity,O,53,4,training
6147,tracking,O,53,4,training
6148,",",O,53,4,training
6149,biometrics,O,53,4,training
6150,and,O,53,4,training
6151,safety,O,53,4,training
6152,and,O,53,4,training
6153,emergency,O,53,4,training
6154,features,O,53,4,training
6155,.,O,53,4,training
6156,The,O,53,4,training
6157,activity,O,53,4,training
6158,tracking,O,53,4,training
6159,include,O,53,4,training
6160,number,O,53,4,training
6161,of,O,53,4,training
6162,steps,O,53,4,training
6163,",",O,53,4,training
6164,miles,O,53,4,training
6165,",",O,53,4,training
6166,and,O,53,4,training
6167,activity,O,53,4,training
6168,speed,O,53,4,training
6169,",",O,53,4,training
6170,user,O,53,4,training
6171,pressure,O,53,4,training
6172,on,O,53,4,training
6173,a,O,53,4,training
6174,device,O,53,4,training
6175,",",O,53,4,training
6176,activity,O,53,4,training
6177,types,O,53,4,training
6178,and,O,53,4,training
6179,analysis,O,53,4,training
6180,.,O,53,4,training
6181,The,O,53,4,training
6182,user,O,53,4,training
6183,biometric,O,53,4,training
6184,data,O,53,4,training
6185,includes,O,53,4,training
6186,but,O,53,4,training
6187,is,O,53,4,training
6188,not,O,53,4,training
6189,limited,O,53,4,training
6190,to,O,53,4,training
6191,blood,O,53,4,training
6192,work,O,53,4,training
6193,",",O,53,4,training
6194,blood,O,53,4,training
6195,pressure,O,53,4,training
6196,",",O,53,4,training
6197,blood,O,53,4,training
6198,sugar,O,53,4,training
6199,",",O,53,4,training
6200,heart,O,53,4,training
6201,rate,O,53,4,training
6202,",",O,53,4,training
6203,oxygen,O,53,4,training
6204,level,O,53,4,training
6205,/,O,53,4,training
6206,rate,O,53,4,training
6207,",",O,53,4,training
6208,ECG,O,53,4,training
6209,",",O,53,4,training
6210,EMG,O,53,4,training
6211,",",O,53,4,training
6212,muscle,O,53,4,training
6213,strain,O,53,4,training
6214,",",O,53,4,training
6215,humidity,O,53,4,training
6216,",",O,53,4,training
6217,UV,O,53,4,training
6218,",",O,53,4,training
6219,body,O,53,4,training
6220,temperature,O,53,4,training
6221,.,O,53,4,training
6222,Additional,O,53,4,training
6223,features,O,53,4,training
6224,include,O,53,4,training
6225,an,O,53,4,training
6226,emergency,O,53,4,training
6227,button,O,53,4,training
6228,",",O,53,4,training
6229,fall,O,53,4,training
6230,detection,O,53,4,training
6231,",",O,53,4,training
6232,warnings,O,53,4,training
6233,",",O,53,4,training
6234,and,O,53,4,training
6235,user,O,53,4,training
6236,pattern,O,53,4,training
6237,analysis,O,53,4,training
6238,changes,O,53,4,training
6239,.,O,53,4,training
6240,The,O,53,4,training
6241,mobility,B-HARDWARE,53,4,training
6242,aid,I-HARDWARE,53,4,training
6243,device,I-HARDWARE,53,4,training
6244,is,O,53,4,training
6245,connected,O,53,4,training
6246,to,O,53,4,training
6247,other,O,53,4,training
6248,smart,B-HARDWARE,53,4,training
6249,electronic,I-HARDWARE,53,4,training
6250,devices,I-HARDWARE,53,4,training
6251,and,O,53,4,training
6252,/,O,53,4,training
6253,or,O,53,4,training
6254,the,O,53,4,training
6255,Internet,B-COMUNICAÇÃO,53,4,training
6256,using,O,53,4,training
6257,but,O,53,4,training
6258,not,O,53,4,training
6259,limited,O,53,4,training
6260,to,O,53,4,training
6261,Bluetooth,B-COMUNICAÇÃO,53,4,training
6262,",",O,53,4,training
6263,Wi,B-COMUNICAÇÃO,53,4,training
6264,-,I-COMUNICAÇÃO,53,4,training
6265,Fi,I-COMUNICAÇÃO,53,4,training
6266,",",O,53,4,training
6267,and,O,53,4,training
6268,or,O,53,4,training
6269,/,O,53,4,training
6270,and,O,53,4,training
6271,SIM,B-HARDWARE,53,4,training
6272,card,I-HARDWARE,53,4,training
6273,.,O,53,4,training
6274,The,O,53,4,training
6275,device,O,53,4,training
6276,gives,B-FUNCIONALIDADE,53,4,training
6277,the,I-FUNCIONALIDADE,53,4,training
6278,user,I-FUNCIONALIDADE,53,4,training
6279,or,I-FUNCIONALIDADE,53,4,training
6280,/,I-FUNCIONALIDADE,53,4,training
6281,and,I-FUNCIONALIDADE,53,4,training
6282,caregiver,I-FUNCIONALIDADE,53,4,training
6283,live,I-FUNCIONALIDADE,53,4,training
6284,feedback,I-FUNCIONALIDADE,53,4,training
6285,about,O,53,4,training
6286,user,O,53,4,training
6287,health,O,53,4,training
6288,metrics,O,53,4,training
6289,and,O,53,4,training
6290,status,O,53,4,training
6291,using,O,53,4,training
6292,a,O,53,4,training
6293,data,O,53,4,training
6294,representation,O,53,4,training
6295,method,O,53,4,training
6296,.,O,53,4,training
6297,A,O,54,4,training
6298,method,O,54,4,training
6299,or,O,54,4,training
6300,system,O,54,4,training
6301,for,O,54,4,training
6302,classifying,B-FUNCIONALIDADE,54,4,training
6303,an,I-FUNCIONALIDADE,54,4,training
6304,activity,I-FUNCIONALIDADE,54,4,training
6305,of,O,54,4,training
6306,a,O,54,4,training
6307,user,B-PESSOA,54,4,training
6308,on,O,54,4,training
6309,the,O,54,4,training
6310,basis,O,54,4,training
6311,of,O,54,4,training
6312,measurements,O,54,4,training
6313,performed,O,54,4,training
6314,by,O,54,4,training
6315,a,O,54,4,training
6316,plurality,O,54,4,training
6317,of,O,54,4,training
6318,sensors,B-HARDWARE,54,4,training
6319,is,O,54,4,training
6320,comprised,O,54,4,training
6321,in,O,54,4,training
6322,a,O,54,4,training
6323,mobile,B-HARDWARE,54,4,training
6324,device,I-HARDWARE,54,4,training
6325,associated,O,54,4,training
6326,with,O,54,4,training
6327,the,O,54,4,training
6328,user,B-PESSOA,54,4,training
6329,.,O,54,4,training
6330,The,O,54,4,training
6331,method,O,54,4,training
6332,comprises,O,54,4,training
6333,:,O,54,4,training
6334,obtaining,B-FUNCIONALIDADE,54,4,training
6335,a,I-FUNCIONALIDADE,54,4,training
6336,set,I-FUNCIONALIDADE,54,4,training
6337,of,I-FUNCIONALIDADE,54,4,training
6338,measurements,I-FUNCIONALIDADE,54,4,training
6339,from,O,54,4,training
6340,the,O,54,4,training
6341,plurality,O,54,4,training
6342,of,O,54,4,training
6343,sensors,B-HARDWARE,54,4,training
6344,",",O,54,4,training
6345,iteratively,O,54,4,training
6346,deriving,B-FUNCIONALIDADE,54,4,training
6347,user,I-FUNCIONALIDADE,54,4,training
6348,events,I-FUNCIONALIDADE,54,4,training
6349,from,O,54,4,training
6350,the,O,54,4,training
6351,set,O,54,4,training
6352,of,O,54,4,training
6353,measurements,O,54,4,training
6354,",",O,54,4,training
6355,the,O,54,4,training
6356,user,O,54,4,training
6357,events,O,54,4,training
6358,comprising,O,54,4,training
6359,time,O,54,4,training
6360,data,O,54,4,training
6361,",",O,54,4,training
6362,user,O,54,4,training
6363,location,O,54,4,training
6364,data,O,54,4,training
6365,",",O,54,4,training
6366,and,O,54,4,training
6367,user,O,54,4,training
6368,movement,O,54,4,training
6369,data,O,54,4,training
6370,",",O,54,4,training
6371,analyzing,B-FUNCIONALIDADE,54,4,training
6372,the,I-FUNCIONALIDADE,54,4,training
6373,iteratively,I-FUNCIONALIDADE,54,4,training
6374,derived,I-FUNCIONALIDADE,54,4,training
6375,user,I-FUNCIONALIDADE,54,4,training
6376,events,I-FUNCIONALIDADE,54,4,training
6377,to,O,54,4,training
6378,obtain,B-FUNCIONALIDADE,54,4,training
6379,predictions,I-FUNCIONALIDADE,54,4,training
6380,regarding,O,54,4,training
6381,the,O,54,4,training
6382,user,O,54,4,training
6383,events,O,54,4,training
6384,",",O,54,4,training
6385,analyzing,B-FUNCIONALIDADE,54,4,training
6386,the,I-FUNCIONALIDADE,54,4,training
6387,iteratively,I-FUNCIONALIDADE,54,4,training
6388,derived,I-FUNCIONALIDADE,54,4,training
6389,user,I-FUNCIONALIDADE,54,4,training
6390,events,I-FUNCIONALIDADE,54,4,training
6391,and,O,54,4,training
6392,the,O,54,4,training
6393,predictions,O,54,4,training
6394,to,O,54,4,training
6395,obtain,B-FUNCIONALIDADE,54,4,training
6396,circumstances,I-FUNCIONALIDADE,54,4,training
6397,of,O,54,4,training
6398,regarding,O,54,4,training
6399,the,O,54,4,training
6400,user,O,54,4,training
6401,events,O,54,4,training
6402,",",O,54,4,training
6403,and,O,54,4,training
6404,outputting,B-FUNCIONALIDADE,54,4,training
6405,the,I-FUNCIONALIDADE,54,4,training
6406,circumstances,I-FUNCIONALIDADE,54,4,training
6407,to,O,54,4,training
6408,an,O,54,4,training
6409,information,B-SOFTWARE,54,4,training
6410,system,I-SOFTWARE,54,4,training
6411,.,I-SOFTWARE,54,4,training
6412,A,O,55,4,training
6413,mobility,O,55,4,training
6414,device,O,55,4,training
6415,includes,O,55,4,training
6416,a,O,55,4,training
6417,sidecar,O,55,4,training
6418,and,O,55,4,training
6419,a,O,55,4,training
6420,tilting,O,55,4,training
6421,vehicle,O,55,4,training
6422,including,O,55,4,training
6423,a,O,55,4,training
6424,two,O,55,4,training
6425,-,O,55,4,training
6426,wheeled,O,55,4,training
6427,bicycle,O,55,4,training
6428,",",O,55,4,training
6429,and,O,55,4,training
6430,may,O,55,4,training
6431,further,O,55,4,training
6432,include,O,55,4,training
6433,:,O,55,4,training
6434,an,O,55,4,training
6435,articulated,O,55,4,training
6436,link,O,55,4,training
6437,member,O,55,4,training
6438,including,O,55,4,training
6439,multiple,O,55,4,training
6440,link,O,55,4,training
6441,arms,O,55,4,training
6442,configured,O,55,4,training
6443,to,O,55,4,training
6444,link,O,55,4,training
6445,a,O,55,4,training
6446,vehicle,O,55,4,training
6447,body,O,55,4,training
6448,of,O,55,4,training
6449,the,O,55,4,training
6450,tilting,O,55,4,training
6451,vehicle,O,55,4,training
6452,and,O,55,4,training
6453,a,O,55,4,training
6454,body,O,55,4,training
6455,of,O,55,4,training
6456,the,O,55,4,training
6457,sidecar,O,55,4,training
6458,.,O,55,4,training
6459,In,O,55,4,training
6460,particular,O,55,4,training
